date,anz,cba,mqg,nab,wbc,banks,areit,asx,audusd,comm,dspread,tspread,bills,ivol,anzW,anzD,anzL,cbaW,cbaD,cbaL,mqgW,mqgD,mqgL,nabW,nabD,nabL,wbcW,wbcD,wbcL
20000403,0.882088533,2.028639134,-0.825958186,3.133991382,1.145168885,1.892791628,1.413899101,1.831987908,0.263895914,-0.995528898,73,-6,5,24.11,15512773.19,162818000,11.4957378,20781409.92,199300000,10.59030214,4408393.095,26731220,7.063710614,32654038.4,323784000,10.91558827,19126878.19,158556000,9.289695706
20000404,4.311387628,2.820405944,0.276815253,2.817091838,4.001559427,3.086650586,0.772176261,-0.441969685,-0.677632541,-0.92232239,0,-6,3,24.03,16193124.07,162818000,11.05476147,21375887.26,199300000,10.32358959,4420173.375,26731220,7.047550114,33580606.08,323784000,10.64199393,19904423.38,158556000,8.965867534
20000405,1.78447432,2.585636472,-0.563294313,3.43105863,3.154236144,2.685121323,0.862237533,-0.676100848,0.380700617,0.38148932,-8.88E-14,-4,0,27.12,16481345.44,162818000,10.87892648,21936033.08,199300000,10.08550782,4394917.688,26731220,7.082302764,34746288,323784000,10.31852059,20538929.6,158556000,8.719779126
20000406,-1.745577263,-0.82619715,1.531633049,0.018485117,-0.88066623,-0.617339982,-0.631749882,0.059730902,0.066061109,0.015208368,-1,-8.88E-14,-1,28.41,16193124.07,162818000,11.05476147,21755340.88,199300000,10.16096884,4462277.603,26731220,6.990487904,34746288,323784000,10.31852059,20355546.3,158556000,8.789326686
20000407,0.019719268,-1.295968101,-0.214865244,-2.59544459,-1.80177148,-1.600288923,0.531707107,0.784197425,-0.978854767,0.269172118,8.88E-14,4,2,27.15,16193124.07,162818000,11.05476147,21475267.97,199300000,10.28044299,4452175.328,26731220,7.00408071,33849609.6,323784000,10.56536881,19988779.7,158556000,8.932250111
20000410,0.928654156,-1.355729052,-0.864107658,2.292670946,-0.249602783,0.496368291,0.288900654,0.610770631,-0.350731048,-0.523297858,-8.88E-14,-11,-1,24.39,16340945.76,162818000,10.96380518,21186160.45,199300000,10.40708443,4413444.233,26731220,7.056770765,34628225.34,323784000,10.35029147,19935598.54,158556000,8.953410561
20000411,-0.798273159,1.482183884,1.675103108,3.470694453,-1.195431728,1.131957707,0.161770266,-0.891782337,-0.452755028,-0.137833822,8.88E-14,-7,-1,25.99,16207813.46,162818000,11.04564868,21502371.8,199300000,10.26874495,4487533.29,26731220,6.956773638,35844719.04,323784000,10.03296242,19695366.42,158556000,9.050421435
20000412,2.985653557,1.971237728,0.273942991,1.634692345,1.49505742,1.682781527,-0.850388392,-0.766905605,0.251783599,1.580988345,-8.88E-14,11,-2,27.25,16695810.6,162818000,10.75202726,21930612.31,199300000,10.08775355,4499313.57,26731220,6.941177378,36429054.46,323784000,9.888070381,19988779.7,158556000,8.932250111
20000413,1.426070936,2.827880211,-1.194741685,-2.373229636,0.016816243,0.023633564,-0.392980892,-1.568951138,0.351435388,0.526129314,2,4,-1,28.98,16932387.15,162818000,10.61577352,22559421.17,199300000,9.834446527,4445429.063,26731220,7.013192343,35568243.2,323784000,10.10317662,19988779.7,158556000,8.932250111
20000414,1.294137664,2.490803424,-0.940445803,-0.897669755,0.016370993,0.496942253,-0.313621609,0.390217133,-0.150463959,-1.041497966,1,-5,-2,29.4,17007789.55,162818000,10.57314291,23128601.6,199300000,9.617036319,4403341.958,26731220,7.070666384,35243944.51,323784000,10.1869399,19988779.7,158556000,8.932250111
20000417,-1.694312524,-2.791645114,-8.220577886,-3.007500256,-2.303479045,-2.511180455,-0.060565997,-5.547906263,0.849651092,1.38318512,0,-3,-6,33.49,16718887.76,162818000,10.73856649,22491661.6,199300000,9.86106165,4055447.003,26731220,7.591436156,34193336.32,323784000,10.46921344,19530321.45,158556000,9.118453166
20000418,0.63094027,3.856421228,0.293354062,2.265764185,1.41558765,2.118869632,-0.040985443,2.231197878,-1.302406121,-0.160406397,1,4,4,28.95,16821628.84,162818000,10.67908646,23503760.48,199300000,9.479494171,4066901.955,26731220,7.572870528,34970457.6,323784000,10.25878648,19805396.4,158556000,9.005696872
20000419,3.866316178,1.060658181,1.442166516,1.367894117,1.851257745,1.741131938,0.937276758,1.952466893,0.369066012,0.951976034,8.88E-14,6,2,26.12,17481625.29,162818000,10.31366491,23754476.95,199300000,9.389997406,4125495.15,26731220,7.47951798,35445697.15,323784000,10.13464894,20172163,158556000,8.860138747
20000420,-0.993532176,-0.301492044,0.582858119,0.991461929,-1.365451347,-0.182695115,-0.425211952,0.01604662,-0.134048277,0.397254839,1,3,1,27.02,17305585.34,162818000,10.40840756,23682713.9,199300000,9.415420666,4149072.833,26731220,7.442697219,35792412.8,323784000,10.04616299,19895254.22,158556000,8.969538779
20000421,0.018264326,0,0.0094111,0.018044431,0.016434255,0,0,0,0,0,1,0,0,25.85,17305585.34,162818000,10.40840756,23682713.9,199300000,9.415420666,4149072.833,26731220,7.442697219,35792412.8,323784000,10.04616299,19895254.22,158556000,8.969538779
20000424,0.018260991,0,0.01176263,0.01790554,0.016875613,0,0,0,0,-0.020307661,0,0,0,25.85,17305585.34,162818000,10.40840756,23682713.9,199300000,9.415420666,4149072.833,26731220,7.442697219,35792412.8,323784000,10.04616299,19895254.22,158556000,8.969538779
20000425,0.018257657,0,0.011761247,0.018037946,0.016428782,0,0,0,0,0.070551395,2,0,0,27.37,17305585.34,162818000,10.40840756,23682713.9,199300000,9.415420666,4149072.833,26731220,7.442697219,35792412.8,323784000,10.04616299,19895254.22,158556000,8.969538779
20000426,1.865083659,2.007878743,-1.17350579,0.434502951,1.852356907,1.301333021,-0.796855557,1.539826998,-1.299486686,0.107000966,0,-3,12,25.24,17628223.01,162818000,10.23621172,24163253.8,199300000,9.24806136,4100239.463,26731220,7.519428986,35941859.2,323784000,10.00854901,20263854.65,158556000,8.824572508
20000427,-0.323729102,-0.338395602,-2.694293533,-1.658945672,0.647729463,-0.628995329,-0.199637886,-0.351984083,0.254474647,0.161552151,0,-5,6,26.97,17568111.81,162818000,10.26781442,24081498.43,199300000,9.276063077,3990792.443,26731220,7.69822357,35344073.6,323784000,10.16091347,20392222.96,158556000,8.775317105
20000428,-1.14885429,-1.635306304,-0.409128785,-0.788353057,-1.70673325,-0.950635735,0.639981345,0.304230224,0.118533584,0.699906545,2,-6,6,26.19,17364163.1,162818000,10.37666843,23690889.44,199300000,9.412516571,3973943.903,26731220,7.726622382,35060125.44,323784000,10.23510672,20043794.69,158556000,8.910478153
20000501,-3.417971966,-0.027055699,-0.413274554,0.150431898,-3.996398464,-1.458183477,0.167174912,-0.445110291,-1.724033484,1.944717216,2,1,6,26.2,16777618.85,162818000,10.70447603,23684530.69,199300000,9.414775138,3957112.485,26731220,7.755233798,35106453.82,323784000,10.22291957,19255246.5,158556000,9.234431068
20000502,1.234952559,-0.279528976,3.728281817,2.369752935,1.903530678,1.30285492,-0.452405105,0.934769433,0.63503174,0.908557523,1,4,-1,25.88,16982947.68,162818000,10.58714607,23618218,199300000,9.438401238,4106968.605,26731220,7.508747101,35941859.2,323784000,10.00854901,19622013.1,158556000,9.080516469
20000503,-1.547764348,-1.160665753,-0.111680084,-0.532344671,-0.921811277,-0.897727576,-0.038479805,-0.742971366,0.936575599,-1.631167989,8.88E-14,4,0,28.5,16718887.76,162818000,10.73856649,23345700.1,199300000,9.536903976,4101917.468,26731220,7.516762029,35744589.95,323784000,10.05826589,19438629.8,158556000,9.156747756
20000504,-0.332553207,-0.390868659,-2.525623874,-1.176289118,-1.599301948,-0.897331679,-0.147581828,-1.74515634,-0.25456102,0.733944619,0,7,-1,31.63,16660310.01,162818000,10.77280735,23254860.8,199300000,9.570251257,3999216.713,26731220,7.684113896,35320162.18,323784000,10.16711533,19126878.19,158556000,9.289695706
20000505,2.461904855,2.70594224,2.478062579,3.493720901,4.882750485,3.262667802,0.763244232,1.736305881,0.862876515,-1.156271323,4,-2,-1,30.77,17072347.75,162818000,10.53694257,23892552.69,199300000,9.341511375,4099058.01,26731220,7.52130805,36569534.08,323784000,9.853927406,20080471.35,158556000,8.896029791
20000508,1.713365414,0.488688628,0.368009722,0.580682432,2.719687854,0.950564811,0.216691299,-0.031428889,-1.101052878,3.264589298,-1,-1,1,27.53,17364163.1,162818000,10.37666843,24009735.38,199300000,9.300799522,4113714.87,26731220,7.498073115,36775770.11,323784000,9.804275179,20630621.25,158556000,8.685468997
20000509,0.942792729,3.418014918,-0.727829486,-0.646177612,2.084453214,1.109652156,-0.533292839,-0.647169448,-0.958419111,0.108017409,-1,-3,2,28.2,17525481.93,162818000,10.29035793,24844548.55,199300000,9.021880518,4083408.045,26731220,7.546301449,36532172.48,323784000,9.862982353,21061572.01,158556000,8.528212992
20000510,-1.414643817,-0.231072551,-2.281743224,-0.576454033,-0.087963279,-0.637886403,-0.274926482,-1.383216031,0.154652492,1.025158219,1,0,-1,28.93,17276296.47,162818000,10.42435784,24787319.79,199300000,9.04040137,3990792.443,26731220,7.69822357,36315475.2,323784000,9.915868461,21039566.01,158556000,8.536087005
20000511,-1.866535849,-1.800143352,-1.689612137,-0.563295105,-0.796860547,-1.006007253,-0.231503153,-1.553314435,-0.758362821,0.960906765,0,-11,-2,29.87,16953658.8,162818000,10.60370867,24344932.4,199300000,9.186508663,3923432.528,26731220,7.813222813,36109974.12,323784000,9.966608476,20869019.54,158556000,8.597673657
20000512,0.018592157,-0.749608889,1.716473836,0.43569146,1.065533915,0.266362376,0.615837152,1.273250636,0.345423487,0.661644369,2,2,2,27.76,16953658.8,162818000,10.60370867,24163253.8,199300000,9.24806136,3990946.545,26731220,7.697964931,36260936.8,323784000,9.929278407,21089079.5,158556000,8.518393584
20000515,1.222248182,0.562385769,1.266484648,0.351849906,2.591579527,1.020589591,-0.354174211,0.5508938,-0.449283631,1.403832729,1,2,5,26.05,17158834.28,162818000,10.48887304,24299512.75,199300000,9.201810549,4041303.818,26731220,7.614503934,36382005.88,323784000,9.899564281,21639229.4,158556000,8.327247984
20000516,1.629003001,0.374096371,1.664075123,1.922556921,0.860048567,1.113237538,0.789735545,1.241617301,-0.155992752,-0.619320636,2,-12,3,24.86,17437615.3,162818000,10.33717123,24390352.05,199300000,9.171263768,4108663.733,26731220,7.506061761,37081516.12,323784000,9.731681816,21822612.7,158556000,8.265674472
20000517,-0.40320145,0.926423266,-0.071159186,-0.219840632,-2.398982419,-0.363307881,-0.181716378,-0.466141026,-1.133897888,1.693300434,-1,-1,3,24.34,17364163.1,162818000,10.37666843,24617450.3,199300000,9.095883106,4105290.6,26731220,7.511407499,36993330,323784000,9.752496734,21301804.13,158556000,8.443313207
20000518,0.102519532,0.917919387,-1.769067908,-1.405828342,-0.726355246,-0.402917211,0.658609208,-0.978949941,0.087680847,0.074149006,2,8,1,23.98,17378884.21,162818000,10.36872575,24844548.55,199300000,9.021880518,4032879.548,26731220,7.628320952,36470192,323784000,9.878044843,21133844.32,158556000,8.502468439
20000519,-0.91417444,1.430223003,-1.246720159,-0.598130734,0.535523788,0.064908705,0.470943016,-0.188599989,0.698692799,-0.238663051,2,8,-1,23.96,17217565.37,162818000,10.4565054,25202455.39,199300000,8.907959637,3982368.173,26731220,7.712392939,36245990,323784000,9.932960584,21243820.96,158556000,8.463629085
20000522,-1.612942362,0.740067517,-0.625546325,-0.601729876,1.131780495,0.301936771,-0.312386118,-1.080915534,-0.296348164,-0.355153657,0,-5,-3,25.44,16938937.69,162818000,10.61205496,25389584.35,199300000,8.84967557,3957112.485,26731220,7.755233798,36021788,323784000,9.988559924,21482103.68,158556000,8.380841391
20000523,0.450434427,-0.211460151,-0.243917583,0.638967834,0.865996989,0.378489435,-0.011819598,0.575719444,0.695897032,-0.495550756,-1.78E-13,0,-5,26,17012236.55,162818000,10.57064049,25335989.16,199300000,8.866280599,3947010.21,26731220,7.772523652,36245990,323784000,9.932960584,21665398.08,158556000,8.318397724
20000524,0.535483209,0.031947181,-2.75607011,2.260821876,0.438492324,0.876693989,0.14116374,-0.387901889,-1.010637631,2.183289058,-2,-6,1,25.87,17100256.52,162818000,10.52137763,25344164.7,199300000,8.863743089,3839241.195,26731220,7.962631062,37068064,323784000,9.734850571,21757045.28,158556000,8.287570438
20000525,-0.755334284,-1.99077755,-3.559406886,0.821265142,0.268547602,-0.274931374,0.034246365,0.285652608,0.38454863,0.569958965,1,2,1,24.32,16968226.56,162818000,10.59546358,24844548.55,199300000,9.021880518,3704538.488,26731220,8.215803018,37367000,323784000,9.664971767,21812033.6,158556000,8.269198412
20000526,1.051247618,0.364550916,-1.661251393,-0.302463479,0.016130268,0.118782476,-0.164605632,-0.578509917,-0.472152665,-1.065382313,-1,-10,-3,24.58,17146938.58,162818000,10.49545595,24935387.85,199300000,8.99265691,3643068.713,26731220,8.337555811,37247425.6,323784000,9.69278869,21812033.6,158556000,8.269198412
20000529,1.125132515,1.805739604,1.690151229,2.377238389,0.852801449,1.546816394,0.37590601,1.141485811,0.663873857,0,-8.88E-14,-5,-5,24.47,17337576,162818000,10.39104752,25389584.35,199300000,8.84967557,3704538.488,26731220,8.215803018,38136760.2,323784000,9.490076197,21995328,158556000,8.208621758
20000530,2.541509436,-0.380684093,4.459337554,-0.021547681,0.696816957,0.567259571,0.011701753,0.510348537,0.469035864,-1.001027662,0,9,-3,24.47,17780505.09,162818000,10.1571077,25293294.69,199300000,8.87955869,3872921.153,26731220,7.902082162,38121813.4,323784000,9.493404986,22145629.41,158556000,8.159697161
20000531,0.175410823,0.13327116,3.892692295,2.319433752,-1.082567515,0.697629054,-0.26738709,0.991181594,-0.608432994,-0.48444531,-1,-4,2,23.62,17808418.21,162818000,10.14275474,25326905.23,199300000,8.869101975,4026150.405,26731220,7.639399255,39009653.32,323784000,9.300099397,21903680.8,158556000,8.238783356
20000601,-0.154417995,-2.733978377,-0.866394615,0.97421536,0.766434332,-0.096040051,-0.632430922,0.240011298,0.087145975,0.745494748,1.78E-13,-12,-2,23.65,17777591.08,162818000,10.15860868,24643793.7,199300000,9.087228876,3990792.443,26731220,7.69822357,39384818,323784000,9.221035832,22068645.76,158556000,8.184672849
20000602,1.898295382,-0.18083683,-0.748645665,-0.096823664,2.961537201,0.728790375,-0.064594022,1.721150531,-0.436491308,-0.865587141,1,-3,-2,22.36,18115002.44,162818000,9.988019765,24599282.44,199300000,9.10186234,3960468.495,26731220,7.749509568,39339977.6,323784000,9.230406313,22728505.6,158556000,7.976085572
20000605,-0.224861667,0.221890543,-2.004184453,1.26285054,0.417877078,0.544972168,0.172182361,0.347052033,1.648627362,-0.13180564,-1,6,0,21.48,18070985.6,162818000,10.00991255,24653786.02,199300000,9.083951075,3881328.3,26731220,7.887131913,39833222,323784000,9.128491338,22820152.8,158556000,7.948069165
20000606,-1.700543393,1.317051434,0.661749677,1.875398372,0.416521576,0.84077077,0.130233077,0.132684195,0.017210223,-1.122035976,-1,-1,-1,22.71,17763021.05,162818000,10.16612099,24980807.5,199300000,8.978124806,3906601.11,26731220,7.842577281,40670618.55,323784000,8.961127997,22911800,158556000,7.920276888
20000607,0.266149934,-0.91288911,-0.072204866,-1.46742516,-0.788010368,-0.966799275,-0.566254828,-1.29150632,1.265406762,-2.215551532,-1.78E-13,2,-2,23.05,17807037.89,162818000,10.14346344,24761857,199300000,9.048669371,3903227.978,26731220,7.848490571,40071419.75,323784000,9.080172902,22728505.6,158556000,7.976085572
20000608,0.732700293,-1.107133613,0.959293469,-1.398508557,-1.446570023,-0.493810582,0.542839933,0.541005557,0.169779328,1.271358689,-1,3,3,22.48,17934640.73,162818000,10.07840879,24489249.4,199300000,9.138264948,3940263.945,26731220,7.784119128,39508172.88,323784000,9.195367602,22398575.68,158556000,8.07884297
20000609,0.043039154,-0.931604227,1.077165646,-3.745234706,0.261196443,-0.679245513,0.98615297,0.783138653,-0.424990015,0.643282855,0,-9,0,22.77,17938935.06,162818000,10.07623554,24262076.4,199300000,9.214465931,3982368.173,26731220,7.712392939,38049123.8,323784000,9.50963091,22453564,158556000,8.061507028
20000612,0.01848642,0,0.014642003,0.017667452,0.015642292,0,0,0,0,-0.288164994,-2,0,0,22.14,17938935.06,162818000,10.07623554,24262076.4,199300000,9.214465931,3982368.173,26731220,7.712392939,38049123.8,323784000,9.50963091,22453564,158556000,8.061507028
20000613,0.751768673,-0.601205613,-0.835574139,0.371310242,-0.795769019,-0.103750492,0.016921369,-1.023095634,0.662197852,-0.368347125,-2,-3,-2,22.32,18070985.6,162818000,10.00991255,24116685.68,199300000,9.263987956,3948688.215,26731220,7.769645651,38183943.53,323784000,9.479585136,22272102.54,158556000,8.119040499
20000614,1.388528278,-1.366430141,-1.230472428,0.612237278,0.418499521,0.114701358,-0.156938507,0.140968815,1.811218387,-0.490242337,1.78E-13,7,5,21.67,18320363.27,162818000,9.88726919,23789556.56,199300000,9.377625682,3899854.845,26731220,7.85441409,38411639.07,323784000,9.429320066,22361916.8,158556000,8.090447631
20000615,-0.785572219,1.610975165,0.501939231,-0.232461111,-2.054528644,-0.172615591,-0.050636017,0.474942611,-0.216288247,-0.258164042,-5,1,-1,21.48,18173742.69,162818000,9.958969143,24175750.66,199300000,9.243797796,3918877.943,26731220,7.821141253,38315767.27,323784000,9.450411491,21903680.8,158556000,8.238783356
20000616,-0.548094656,0.73006728,-0.733879779,1.075233308,-0.403066092,0.347381885,0.367789521,0.25253196,1.126212632,-1.170780118,-1,1,-1,20.68,18070985.6,162818000,10.00991255,24352945.6,199300000,9.183814939,3889752.57,26731220,7.872216039,38723222.45,323784000,9.361494202,21812033.6,158556000,8.269198412
20000619,-0.878304462,-0.749608889,-0.855081126,-0.397254382,-0.051101397,-0.482874507,-0.539724832,0.340969632,-0.561520881,-0.181268641,-5,-5,0,20.5,17909641.62,162818000,10.09108085,24171207.2,199300000,9.245347382,3856072.613,26731220,7.932239791,38562936.77,323784000,9.3962485,21797370.05,158556000,8.274088555
20000620,0.345625005,1.196140035,4.179963227,0.432190231,2.900041602,1.018600264,0.087196088,0.130135275,0.264637931,0.132609066,-4,6,2,20.63,17968381.87,162818000,10.06136129,33921918.92,199300000,6.875257248,4020089.04,26731220,7.649409934,38723222.45,323784000,9.361494202,22435234.56,158556000,8.067276234
20000621,0.181566344,0.085484232,2.355858103,0.880087951,-1.134758372,0.145713105,0.678708854,0.733183875,-0.929313027,1.252282056,0,2,4,20.88,17997675.31,162818000,10.04661281,33950901.24,199300000,6.870241811,4115392.875,26731220,7.495423599,39058773.78,323784000,9.289661161,22178622.4,158556000,8.149046372
20000622,-0.226275053,-1.357034839,1.111956657,-1.198079464,-0.81354362,-0.939735814,-0.485227567,-0.151766628,0.332889788,1.930056872,1,5,-1,20.61,17953658.47,162818000,10.06879232,33493484.58,199300000,6.950411028,4160853.113,26731220,7.424456542,38586904.72,323784000,9.391033236,21995328,158556000,8.208621758
20000623,0.38556659,0.259508475,-0.838687388,2.000593276,-1.664644949,0.472477291,0.003243139,0.110792976,-1.035586339,-0.353057349,0,-5,0,22,18019607.05,162818000,10.03560214,33580431.55,199300000,6.935004132,4125495.15,26731220,7.47951798,39461108.75,323784000,9.20514198,21628739.2,158556000,8.330801788
20000626,-0.67584303,1.863613748,-1.038141159,0.937434372,0.62472422,0.789167444,-0.378209597,0.109870291,-0.420628197,-0.609435658,-1,4,0,22.34,17894918.22,162818000,10.09856072,34211742.15,199300000,6.825485271,4082397.818,26731220,7.547921392,39826058.3,323784000,9.129953448,21760711.17,158556000,8.286342748
20000627,0.875453134,1.069252467,1.675997131,2.371968811,1.338074903,1.497112086,0.621361447,0.385225381,1.323191569,-0.040541369,2,-4,0,22.45,18049053.86,162818000,10.02086067,34579691.64,199300000,6.763498474,4150750.838,26731220,7.44009266,40775227.5,323784000,8.940703703,21880500.84,158556000,8.246452042
20000628,1.510483545,0.21086503,1.781645005,-0.07182386,0.181878882,0.226571391,0.684665749,0.744274671,-0.116540428,-0.497259486,8.88E-14,1,0,21.8,18108214.74,162818000,9.991388845,34652777.5,199300000,6.751342731,4224839.895,26731220,7.327155742,40739183.1,323784000,8.94772932,21916877.4,158556000,8.234424736
20000629,1.999549225,-0.730459478,1.043948581,1.134583046,-1.236360368,0.305570253,0.225165644,1.254279536,0.26617883,0.862481048,1,3,-5,20.29,18470673.12,162818000,9.814946749,34400757.3,199300000,6.79347711,4268622.128,26731220,7.262259624,41197247.35,323784000,8.85936005,21644053.2,158556000,8.325614964
20000630,0.565656812,1.419421364,2.851799948,1.704189152,1.268492324,1.302259353,0.728147358,1.726621111,-0.549772314,-0.053100133,1,-2,-5,19.7,18572088.71,162818000,9.766811454,34892196.69,199300000,6.711878841,4391544.555,26731220,7.086974563,41898611.3,323784000,8.72779789,21916877.4,158556000,8.234424736
20000703,-1.238885377,-1.82284556,-0.294173155,-2.333658398,-0.817208849,-1.624118958,-0.031265584,-0.091096056,0.450038263,0,-2,0,3,19.54,18340151.72,162818000,9.877680101,34262146.19,212011000,7.187907752,4378086.27,26731220,7.10568599,40925412.5,323784000,8.911563506,21734994.6,158556000,8.294963855
20000704,-1.431059083,1.024451562,-0.337260964,-4.22557289,-0.655550637,-1.298347977,0.057147789,0.061721362,-0.466745305,0,8.88E-14,-7,-2,19.83,18076380.25,162818000,10.00722367,34614974.47,212011000,7.124834793,4362761.633,26731220,7.127132824,39225318.3,323784000,9.254464566,21589488.36,158556000,8.344129576
20000705,-0.126151469,0.471997963,0.361623928,-1.28521166,0.276946691,-0.189802635,0.928656852,0.313651767,-0.536104484,-1.24057163,0,-1,0,19.83,18050154.7,162818000,10.0203105,34778787.6,212011000,7.095985934,4378086.27,26731220,7.10568599,38717693,323784000,9.362688345,21645872.03,158556000,8.324999418
20000706,0.418983528,-0.872919535,0.969683198,-0.33216805,-0.92061742,-0.49287346,1.086354536,-0.409835853,-0.75879295,-1.500788138,-1,4,0,21.16,18122767.65,162818000,9.984168598,34476363.36,212011000,7.149459495,4420173.375,26731220,7.047550114,38585455.16,323784000,9.391348467,21443982.12,158556000,8.393962517
20000707,0.894099539,-0.710971246,0.544614813,1.792011802,0.321141825,0.569444692,0.703102002,-0.048511353,-0.594178813,0.645269158,-1,4,0,20.94,18282243.27,162818000,9.905799883,34231903.77,212011000,7.193374504,4443751.058,26731220,7.015462985,39276358.6,323784000,9.243737748,21509459.93,158556000,8.371454259
20000710,1.591217676,1.221324931,-0.518300177,-1.913097072,0.950483901,0.155604036,0.62224676,0.557134062,1.117519249,-0.299965614,8.88E-14,-8,-2,19.22,18572088.71,162818000,9.766811454,34652777.5,212011000,7.118153155,4420173.375,26731220,7.047550114,38525376.6,323784000,9.40443439,21711349.84,158556000,8.302908442
20000711,0.484935987,0.544028489,-1.133393976,-1.158697198,1.280935101,0.105712968,0.109013663,-0.015427023,-0.40492716,1.175946412,-1,6,0,20.33,18804345.63,162818000,9.658530489,34844557.65,212011000,7.084479594,4369833.225,26731220,7.117217437,38074787.4,323784000,9.503895152,21989564.6,158556000,8.210511118
20000712,-0.527581172,-0.108838064,-1.857749437,0.450692435,-2.064783566,-0.383060144,-0.868908779,-0.147441697,-0.423549977,-0.286847167,-1,0,0,20.11,18702140.63,162818000,9.705848342,34806751.62,212011000,7.09108837,4288826.678,26731220,7.232758283,38240003.44,323784000,9.46715405,21536640.32,158556000,8.36215109
20000713,-0.84528397,0.469440351,0.142226661,-0.415297865,-0.593567138,-0.236373968,0.360211289,-0.359337359,0.186583041,1.724816874,7,6,1,20.03,18541423.64,162818000,9.7813106,34970577.75,212011000,7.062553542,4294391.49,26731220,7.224681672,38074787.4,323784000,9.503895152,21405674.26,158556000,8.407194842
20000714,0.959015906,-0.5595565,-2.644816264,0.017755997,-0.136760344,0.007049726,-0.247062734,-0.08955545,-0.782583103,-0.386275045,-8,-8,-1,20.03,18716654.05,162818000,9.699097584,34775246.6,212011000,7.09660666,4181742.563,26731220,7.392363853,38074787.4,323784000,9.503895152,21372932.75,158556000,8.418542034
20000717,-1.239013856,0.920196425,2.464176298,-1.752924881,-0.239476276,-0.561187457,-0.911571869,0.299379085,0.017077961,-1.034567056,-2,6,2,19.32,18482911.66,162818000,9.809109894,35096597.85,212011000,7.040784947,4285470.668,26731220,7.237639241,37406413.42,323784000,9.655841884,21318363.56,158556000,8.437531476
20000718,-1.41490555,-0.126743575,0.207707839,-0.00206498,0.187076337,-0.276859743,-0.821795652,-0.387089074,-0.222241309,2.537406101,1,3,1,19.45,18219989.67,162818000,9.936228994,35052490.82,212011000,7.048386151,4293894.938,26731220,7.225401504,37398903.6,323784000,9.657580005,21354743.02,158556000,8.424861065
20000719,0.633664541,-0.41336469,0.638477023,0.73821666,0.661308703,0.352543215,0.962974302,-0.031201469,-0.42878035,-0.004638176,0,2,2,19.75,18332430.45,162818000,9.88141921,34907567.7,212011000,7.073496779,4320828.63,26731220,7.186595741,37669257.12,323784000,9.595444263,21492984.97,158556000,8.37710468
20000720,0.835383714,0.546774532,0.362384076,1.305246506,1.143777744,0.846517951,-0.447681532,0.04532239,-0.811118434,-1.483135452,0,0,0,19.65,18482911.66,162818000,9.809109894,35099118.25,212011000,7.04035117,4335982.043,26731220,7.164974794,38157395.42,323784000,9.48548483,21736727.35,158556000,8.294382335
20000721,1.274707245,0.600801988,0.401114744,0.641578083,0.575352229,0.6749502,1.154388485,0.947564386,1.15428967,-1.531751867,0,-12,-3,18.94,18716654.05,162818000,9.699097584,35310832.02,212011000,7.004134932,4352813.46,26731220,7.141136129,38396207.7,323784000,9.432707797,21858598.54,158556000,8.253712982
20000724,-0.687321143,-0.106074076,0.437161591,-0.783557953,-0.710718067,-0.520483739,-0.952475147,-0.812681753,0.716848948,-1.170335076,-8.88E-14,-3,0,18.94,18585269.44,162818000,9.760594004,35273025.99,212011000,7.010570232,4371340.005,26731220,7.115108861,38089807.04,323784000,9.500541881,21700347.89,158556000,8.306610972
20000725,0.972303608,0.534527146,1.2389169,-2.724016961,1.016936354,-0.380053011,0.000834369,-0.704637067,-0.39192348,-0.395441315,1,4,1,19.92,18763402.52,162818000,9.677424033,35463491.28,212011000,6.978289005,4425224.513,26731220,7.040647186,37059459.74,323784000,9.736878581,21918624.65,158556000,8.233848042
20000726,-0.044625149,-0.249707813,-0.675870998,0.406475062,0.487692285,0.132150824,0.227592223,0.022524783,0.272804943,-0.900401652,0,8.88E-14,1,19.39,18751791.79,162818000,9.68279692,35375273.64,212011000,6.993197456,4394917.688,26731220,7.082302764,37203648.28,323784000,9.703017445,22022306.11,158556000,8.199790939
20000727,-0.654616434,-0.356482994,-0.949069676,-1.806655316,0.838412525,-0.60171715,-0.880734524,-0.753422077,0.813977701,1.21068387,0,-3,5,19.67,18626059.78,162818000,9.741408648,35249248.44,212011000,7.014624691,4352813.46,26731220,7.141136129,36530768.41,323784000,9.863323004,22204203.41,158556000,8.140810101
20000728,1.743926806,0.067683694,-1.349421302,1.02470607,-0.452238094,0.433628029,0.909589288,-0.100574114,-0.067578986,0.079838778,-8.88E-14,-2,5,19.6,18950549.2,162818000,9.591729889,35273193.23,212011000,7.010541734,4293894.938,26731220,7.225401504,36900251.55,323784000,9.774574329,22100521.95,158556000,8.174310198
20000731,0.325394173,-0.692265398,-1.569078162,0.796593048,0.965757523,0.215604958,0.48180761,-0.118984949,-1.618571837,0.456516028,1,2,3,20.84,19008908.41,162818000,9.565352437,35029964.59,212011000,7.052275601,4226535.023,26731220,7.324618123,37188628.64,323784000,9.706532396,22311522.82,158556000,8.10646249
20000801,-1.375501528,0.014693801,0.01373092,-0.022160923,-0.934394813,-0.382904841,0.065063809,0.102321255,-0.275197972,1.015553266,1,0,1,20.74,18745986.42,162818000,9.685485859,35035005.6,212011000,7.05140477,4226535.023,26731220,7.324618123,37173609,323784000,9.710050186,22100521.95,158556000,8.174310198
